varsta,gen,educatie,venit_anual,vechime,tip_locuinta,valoare_credit,rata_dobanzii,procent_credit_din_venit,ani_istoric_credit,istoric_neplata,status_credit
24,1,2,306897,5,2,9600,6.99,0.03,2,1,0
25,0,1,301136,0,1,25000,13.49,0.08,4,1,0
25,1,2,15162,1,3,3000,11.01,0.2,3,0,1
22,1,4,69042,0,1,28000,11.01,0.41,2,0,1
21,0,2,15307,0,3,3000,13.61,0.2,3,0,1
23,0,4,79183,0,1,28000,7.9,0.35,2,0,1
26,1,1,102654,4,1,28000,7.49,0.27,3,0,1
26,1,4,15229,1,3,6100,7.51,0.4,3,0,1
22,1,2,106566,0,1,28000,9.91,0.26,3,0,1
21,0,1,15252,0,3,4200,13.48,0.28,4,0,1
22,1,1,15432,3,3,4750,7.14,0.31,2,0,1
24,1,2,100332,1,1,28000,15.99,0.28,4,0,1
24,1,1,300951,2,1,18000,12.98,0.06,3,0,0
144,1,1,300616,125,1,4800,13.57,0.02,3,0,0
25,0,1,121062,1,1,28000,12.69,0.23,3,0,0
26,1,4,133372,1,1,28000,8.9,0.21,2,1,0
26,1,1,15505,0,3,2700,11.01,0.17,4,0,1
22,1,3,130852,0,1,28000,11.01,0.21,4,0,1
23,1,4,182316,0,1,28000,11.11,0.15,2,1,0
24,0,1,83853,3,1,27600,11.01,0.33,2,0,1
21,0,1,15394,0,2,3250,15.68,0.21,3,0,1
22,0,1,85243,0,1,27500,13.06,0.32,3,0,1
22,1,4,288907,2,3,25000,11.01,0.09,2,1,0
26,1,4,89074,4,1,27050,15.62,0.3,2,0,1
24,1,3,100509,2,1,27000,13.49,0.27,2,0,1
24,1,2,88950,3,1,27000,11.01,0.3,3,0,1
23,0,2,75894,1,1,26000,11.71,0.34,2,0,1
23,1,4,145092,0,1,25600,12.69,0.18,3,1,0
24,0,1,15928,1,3,1600,13.57,0.1,3,1,0
22,1,1,73131,3,1,25475,10.99,0.35,3,0,1
25,1,3,281501,4,2,20000,14.27,0.07,4,1,0
24,0,4,281775,0,3,20000,8.88,0.07,4,1,0
26,1,1,281792,1,2,21600,12.18,0.08,3,1,0
25,1,1,266090,4,2,11900,14.42,0.04,3,0,1
26,1,2,279664,3,2,25000,14.17,0.09,2,1,0
25,0,2,277017,4,2,35000,13.99,0.13,4,1,0
23,1,4,100756,0,1,25300,10.99,0.25,3,0,1
22,1,2,16218,1,2,2000,5.42,0.12,4,0,1
25,0,1,16211,2,3,1750,13.61,0.11,3,1,0
21,0,1,51922,3,1,25000,12.73,0.48,3,0,1
24,1,4,50309,3,1,25000,11.01,0.5,3,0,1
25,1,2,16378,0,3,3000,12.87,0.18,4,0,1
24,1,1,16572,0,2,3650,9.91,0.22,3,0,1
26,1,3,272201,5,2,20000,11.49,0.07,4,1,0
25,0,1,271324,3,2,30000,19.91,0.11,2,1,0
26,1,4,256862,2,2,35000,10.65,0.14,2,0,1
24,1,2,271342,0,1,6000,11.01,0.02,4,1,0
24,1,2,16470,2,2,4500,11.83,0.27,4,0,1
23,1,2,16599,0,3,2400,13.49,0.14,2,0,1
22,1,1,51608,0,1,25000,14.59,0.48,2,0,1
26,0,3,58516,6,1,25000,9.64,0.43,4,0,1
25,0,4,16395,4,3,3600,14.59,0.22,3,0,1
22,0,1,16890,0,3,4750,11.01,0.28,3,0,1
25,0,4,51747,3,1,25000,16.35,0.48,3,0,1
21,1,2,59864,0,1,25000,10.99,0.42,2,0,1
25,1,3,270972,1,2,25000,18.67,0.09,2,1,0
26,1,1,270870,5,1,3000,9.32,0.01,4,0,0
23,0,4,270729,0,1,7500,8.63,0.03,2,0,0
26,1,1,270877,4,2,25000,10.08,0.09,2,1,0
22,1,4,60501,0,1,25000,11.83,0.41,3,0,1
23,1,2,60754,1,1,25000,7.9,0.41,3,0,1
25,1,1,60829,0,1,25000,5.99,0.41,2,0,1
24,1,1,53825,2,1,25000,15.33,0.46,2,0,1
23,1,2,60801,0,1,25000,11.83,0.41,4,0,1
22,1,2,60747,0,1,25000,10.36,0.41,2,0,1
22,0,2,61029,0,1,25000,12.23,0.41,3,0,1
22,0,4,63236,0,1,25000,11.11,0.4,4,0,1
23,0,1,17149,0,3,4950,7.9,0.29,4,0,1
24,0,3,265066,4,2,25000,11.58,0.09,2,1,0
23,1,4,260205,2,2,21000,8.9,0.08,3,0,0
25,0,4,260035,5,2,25000,16.07,0.1,3,1,0
26,0,1,260444,4,2,20000,14.22,0.08,2,0,0
23,1,1,258980,0,2,35000,14.79,0.14,3,1,0
26,1,2,259081,2,2,12000,7.88,0.05,2,1,0
23,1,2,63497,0,1,25000,13.22,0.39,2,0,1
26,0,0,56325,2,1,25000,11.86,0.44,4,0,1
22,1,1,64842,0,1,25000,13.43,0.39,4,0,1
26,0,2,57856,0,1,25000,15.28,0.43,2,0,1
23,1,4,57318,0,1,25000,17.93,0.44,2,0,1
23,0,2,16916,2,2,1400,9.25,0.08,4,0,0
21,1,3,16664,0,3,4500,12.98,0.27,4,0,1
22,1,4,252803,0,2,16000,10.62,0.06,4,1,0
26,0,4,253061,3,3,22000,11.83,0.09,4,1,0
26,1,1,58602,8,1,25000,18.43,0.43,2,0,1
22,1,2,67012,2,1,25000,11.01,0.37,4,0,1
24,0,3,66643,3,1,25000,11.01,0.38,4,0,1
23,1,1,66599,0,1,25000,11.36,0.38,3,0,1
23,1,4,67212,2,1,25000,15.65,0.37,3,0,1
24,0,2,66918,1,1,25000,13.22,0.37,4,0,1
26,1,4,68066,2,1,25000,12.87,0.37,2,0,1
24,1,4,245545,1,3,20000,13.04,0.08,3,1,0
23,1,4,229083,0,2,22000,17.58,0.1,3,0,1
23,1,2,17859,0,3,7750,17.04,0.43,4,0,1
24,0,4,72608,3,1,25000,10.99,0.34,3,0,1
24,1,1,73073,1,1,25000,11.11,0.34,3,0,1
26,0,3,65880,2,1,25000,14.83,0.38,2,0,1
23,1,2,17755,1,3,4000,11.01,0.23,3,0,1
24,1,1,241180,3,1,12000,12.69,0.05,2,0,0
24,1,4,240894,3,2,12000,13.49,0.05,2,0,0
21,1,2,240980,0,2,16000,14.65,0.07,4,1,0
25,1,1,65742,3,1,25000,16.82,0.38,4,0,1
23,1,1,72713,0,1,25000,12.73,0.34,3,0,1
23,1,2,72627,3,1,25000,10.25,0.34,4,0,1
21,1,4,72843,0,1,25000,10.99,0.34,4,0,1
25,1,2,75504,4,1,25000,12.73,0.33,2,0,1
22,0,2,68824,0,1,25000,14.96,0.36,3,0,1
23,0,1,241167,2,2,28000,11.01,0.12,2,1,0
21,1,1,241060,0,2,25000,13.99,0.1,2,0,0
24,1,2,240855,0,2,24000,7.49,0.1,4,1,0
26,1,2,241030,3,2,15000,14.79,0.06,3,1,0
25,1,2,240895,2,2,15500,11.99,0.06,2,0,0
24,0,2,240932,4,1,10000,8.49,0.04,4,1,0
24,1,4,80145,1,1,25000,9.91,0.31,2,0,1
22,1,3,80303,0,1,25000,13.06,0.31,3,0,1
22,1,2,241048,0,2,9000,6.17,0.04,4,1,0
144,1,4,241424,121,2,6000,11.86,0.02,2,0,0
25,1,1,241005,4,1,18000,16.32,0.07,3,1,0
25,0,3,240768,2,2,12000,10.38,0.05,2,1,0
25,1,4,241201,2,2,23050,14.35,0.1,3,0,0
24,1,1,240920,5,2,20000,11.01,0.08,3,0,0
24,0,3,72919,1,1,25000,11.01,0.34,2,0,1
21,1,3,18008,0,3,3000,11.01,0.17,4,0,1
26,0,4,81238,3,1,25000,15.21,0.31,2,0,1
23,1,2,80868,1,1,25000,7.9,0.31,4,0,1
24,1,1,81537,1,1,25000,10.99,0.31,3,0,1
24,0,4,82741,0,1,25000,14.09,0.3,3,0,1
25,0,2,83901,3,1,25000,17.49,0.3,2,0,1
25,1,4,240717,1,2,12000,11.48,0.05,3,0,0
26,0,4,226744,0,2,20000,17.74,0.09,2,0,1
26,0,1,241114,5,2,3000,13.92,0.01,3,1,0
25,1,1,85284,3,1,25000,15.21,0.29,3,0,1
22,0,1,18152,0,3,4000,10.99,0.22,3,0,1
24,0,2,84871,3,1,25000,11.86,0.29,4,0,1
24,1,1,18294,2,3,6000,7.49,0.33,3,0,1
24,1,1,68029,1,1,25000,16.49,0.37,4,0,1
25,0,2,80001,4,1,25000,15.33,0.31,2,0,1
26,0,2,79875,6,1,25000,11.58,0.31,4,0,1
25,1,2,18449,1,3,5375,5.79,0.29,2,0,1
25,1,4,88153,0,1,25000,13.11,0.28,2,0,1
23,0,1,90109,0,1,25000,10.36,0.28,3,0,1
25,1,1,90938,1,1,25000,10.36,0.27,2,0,1
24,1,2,231335,0,1,22000,11.01,0.1,2,1,0
21,1,1,231829,0,2,20000,6.54,0.09,4,0,0
25,0,4,230516,4,2,10000,12.53,0.04,4,0,0
26,1,1,229626,0,2,15000,11.01,0.07,3,0,0
22,1,1,228907,0,2,10000,11.01,0.04,3,1,0
24,1,1,90938,0,1,25000,10.25,0.27,4,0,1
22,1,4,86284,0,1,25000,15.95,0.29,4,0,1
26,1,4,228774,3,2,20000,12.18,0.09,4,1,0
23,1,2,229027,2,3,24000,11.83,0.1,3,1,0
23,1,2,94789,1,1,25000,11.01,0.26,2,0,1
23,0,3,94780,0,1,25000,10.62,0.26,3,0,1
23,1,2,95298,0,1,25000,10.74,0.26,3,0,1
25,1,4,223944,1,3,10000,10.25,0.04,4,1,0
24,1,2,222629,0,2,35000,12.42,0.16,2,0,0
25,0,1,222973,2,1,15000,15.27,0.07,2,1,0
24,0,2,75240,1,1,25000,15.33,0.33,2,0,1
23,0,2,96143,1,1,25000,15.21,0.26,2,0,1
21,1,1,18064,0,3,6250,14.72,0.35,2,0,1
24,1,4,96627,2,1,25000,15.7,0.26,2,0,1
24,1,1,96309,3,1,25000,13.35,0.26,4,0,1
21,0,2,18421,1,2,1500,11.01,0.08,4,0,0
24,1,3,96836,1,1,25000,6.62,0.26,2,0,1
26,1,1,96947,4,1,25000,13.61,0.26,4,0,1
22,0,4,222975,2,1,25000,11.36,0.11,2,1,0
26,1,4,222985,3,3,5000,7.68,0.02,2,1,0
24,0,1,223064,0,1,22000,14.46,0.1,4,1,0
23,1,4,221559,2,3,2500,11.83,0.01,2,1,0
24,0,4,207712,0,2,20000,13.47,0.1,4,0,1
24,0,1,220872,1,2,20000,11.49,0.09,3,1,0
22,1,2,220518,0,2,1000,11.01,0.0,2,1,0
25,0,4,220510,1,2,15000,6.03,0.07,3,1,0
23,0,1,89818,0,1,25000,16.35,0.28,4,0,1
26,0,2,90006,4,1,25000,11.01,0.28,4,0,1
25,0,2,98704,6,1,25000,7.29,0.25,3,0,1
23,1,2,98967,5,1,25000,11.36,0.25,3,0,1
24,1,2,99435,3,1,25000,10.25,0.25,2,0,0
24,0,1,100658,1,1,25000,11.12,0.25,3,0,0
24,0,1,100435,2,1,25000,12.92,0.25,3,1,0
24,1,2,216925,5,1,18000,18.64,0.08,4,1,0
23,0,1,216891,0,2,28000,7.51,0.13,3,1,0
23,1,3,18512,1,3,4000,16.7,0.22,2,0,1
22,1,3,18367,0,3,2100,11.14,0.11,4,0,0
22,0,4,102317,0,1,25000,18.3,0.24,4,1,0
24,0,4,103400,4,1,25000,10.62,0.24,4,1,0
24,1,1,217134,2,2,14000,11.99,0.06,2,1,0
26,1,3,217024,1,2,12000,9.63,0.06,4,1,0
25,0,2,172215,5,2,10000,18.25,0.06,4,0,1
23,1,3,18831,0,2,6000,11.01,0.32,4,0,1
24,1,4,105349,5,1,25000,14.84,0.24,3,1,0
24,1,1,91184,1,1,25000,14.7,0.27,3,0,1
23,0,2,91886,1,1,25000,16.02,0.27,4,0,1
23,1,4,80452,2,1,25000,15.37,0.31,2,0,1
25,0,1,108758,2,1,25000,10.99,0.23,4,0,0
21,1,4,18916,0,3,6200,7.9,0.33,2,0,1
26,0,2,217234,5,3,25000,10.99,0.12,4,1,0
24,0,2,217017,0,3,21000,11.48,0.1,3,1,0
25,1,2,216874,1,3,20000,14.26,0.09,4,1,0
26,1,4,216833,5,3,10000,8.0,0.05,4,1,0
25,1,1,216483,0,2,9950,11.26,0.05,2,0,0
23,0,3,19000,2,3,4475,11.01,0.24,4,0,1
23,0,3,94363,0,1,25000,16.32,0.26,3,0,1
25,1,3,80570,3,1,25000,17.93,0.31,4,0,1
23,1,1,109167,0,1,25000,11.36,0.23,3,0,0
24,0,4,95753,1,1,25000,14.96,0.26,4,0,1
24,0,4,110935,1,1,25000,13.43,0.23,3,1,0
25,1,4,111490,2,1,25000,12.69,0.22,3,1,0
24,1,4,111729,4,1,25000,12.73,0.22,4,1,0
23,0,2,113396,0,1,25000,15.21,0.22,4,0,0
23,0,1,19175,1,2,1750,12.68,0.09,3,1,0
23,0,2,85787,0,1,25000,19.04,0.29,4,0,1
25,0,3,102114,7,1,25000,15.95,0.24,3,0,1
26,1,1,211005,5,2,2600,8.9,0.01,4,0,0
25,1,3,210903,4,2,8000,7.9,0.04,2,1,0
22,1,4,210555,0,2,18000,11.01,0.09,2,0,0
23,1,1,210937,0,2,21000,11.99,0.1,3,1,0
23,1,2,19062,2,3,4000,13.98,0.21,4,0,1
23,0,4,18926,0,3,4600,10.99,0.24,2,0,1
22,1,4,106694,0,1,25000,15.58,0.23,2,0,1
25,1,3,90718,4,1,25000,10.99,0.28,2,0,1
25,1,1,106668,1,1,25000,14.96,0.23,4,0,1
25,1,2,19158,4,3,1750,15.31,0.09,4,1,0
26,1,2,106419,5,1,25000,15.65,0.23,3,0,1
25,0,2,120696,3,1,25000,9.33,0.21,4,1,0
23,1,2,19065,3,2,3600,13.47,0.19,4,0,1
24,0,4,124083,0,1,25000,10.36,0.2,3,1,0
24,1,4,111673,4,1,25000,16.77,0.22,4,0,1
23,1,2,112633,1,1,25000,14.59,0.22,2,0,1
22,1,2,210938,0,1,3500,11.91,0.02,2,0,0
23,0,4,210720,2,2,7200,8.38,0.03,3,1,0
25,1,2,210705,7,1,9000,10.59,0.04,3,1,0
25,1,2,209997,3,2,8800,14.27,0.04,3,1,0
26,0,3,209873,3,1,12000,12.53,0.06,4,0,0
25,0,4,195268,1,2,25000,16.0,0.13,3,0,1
26,1,3,209393,2,2,10000,11.71,0.05,4,1,0
21,1,3,18773,0,3,3175,11.54,0.17,3,0,1
25,0,1,116439,2,1,25000,15.68,0.21,4,0,1
21,0,4,19169,2,2,1500,10.59,0.08,2,1,0
24,0,2,118417,0,1,25000,12.61,0.21,2,0,1
26,0,2,133476,0,1,25000,11.01,0.19,2,1,0
23,0,4,19312,4,2,2800,8.49,0.14,3,0,1
25,1,2,192351,1,1,30000,17.27,0.16,4,0,1
24,1,1,206648,4,1,18000,8.9,0.09,4,1,0
25,0,2,205046,6,2,10000,11.11,0.05,4,1,0
24,1,2,190735,1,1,25000,14.59,0.13,2,0,1
26,0,4,204872,3,1,13000,12.42,0.06,3,0,0
24,1,4,100758,0,1,25000,11.01,0.25,2,0,1
24,0,3,133231,3,1,25000,15.7,0.19,2,1,0
22,0,3,18923,0,3,2500,12.53,0.13,3,0,1
25,0,3,161894,0,1,5000,16.49,0.03,2,0,1
25,0,1,205144,0,2,20000,7.49,0.1,2,1,0
22,0,2,121617,2,1,25000,14.96,0.21,2,0,1
25,1,4,136206,6,1,25000,12.73,0.18,4,0,0
24,1,3,144915,4,1,25000,10.65,0.17,4,1,0
25,0,2,145233,3,1,25000,10.74,0.17,2,0,0
23,1,1,145002,1,1,25000,9.99,0.17,2,1,0
24,1,3,110953,0,1,25000,15.33,0.23,2,0,1
21,0,2,19414,2,3,1000,7.29,0.05,4,1,0
26,1,2,130096,1,1,25000,15.05,0.19,3,0,1
26,1,3,157292,0,1,25000,10.75,0.16,3,1,0
23,0,1,156995,3,1,25000,16.02,0.16,2,1,0
23,0,4,156952,0,1,25000,11.49,0.16,4,1,0
25,0,4,205005,6,3,20000,12.53,0.1,4,0,0
26,0,1,205060,2,2,12000,13.57,0.06,2,0,0
22,1,2,203782,4,1,14000,11.14,0.07,3,1,0
26,1,2,203368,3,1,24250,12.87,0.12,3,1,0
23,0,4,203403,0,1,20000,11.58,0.1,3,0,0
24,0,4,202715,3,1,1800,11.12,0.01,3,1,0
25,0,3,202525,1,2,35000,10.65,0.17,2,1,0
24,1,4,161487,1,1,25000,10.37,0.15,2,0,0
24,1,4,19677,3,3,3300,6.39,0.17,4,0,1
24,1,2,161952,2,1,25000,16.07,0.15,3,1,0
25,0,1,161560,0,1,25000,10.62,0.15,2,1,0
25,1,2,19423,3,3,3200,18.09,0.16,2,0,1
25,1,4,163134,5,1,25000,11.36,0.15,4,1,0
26,0,1,163683,5,1,25000,12.53,0.15,4,1,0
25,0,1,174972,3,1,25000,9.99,0.14,4,1,0
23,1,2,181016,4,1,25000,10.36,0.14,3,0,0
23,0,3,198920,0,2,9600,5.99,0.05,3,1,0
22,0,3,184800,1,2,24000,15.62,0.13,2,0,1
24,1,3,198862,6,2,20000,10.37,0.1,4,0,0
25,1,4,199407,0,2,25000,19.74,0.13,4,0,0
21,1,1,198803,0,2,20000,6.91,0.1,4,1,0
23,1,4,20044,3,3,6000,7.9,0.3,2,0,1
23,0,1,20401,4,2,2275,13.06,0.11,4,1,0
23,0,2,19859,0,3,2000,6.39,0.1,3,1,0
23,1,3,178660,2,1,25000,14.93,0.14,3,0,1
23,0,2,20421,0,2,5600,12.84,0.27,4,0,1
24,1,3,20353,2,3,3625,17.14,0.18,2,0,1
22,1,3,20297,0,2,5500,7.14,0.27,3,0,1
25,1,1,210932,0,1,25000,8.9,0.12,2,0,0
22,0,2,20405,0,3,2000,12.42,0.1,3,1,0
24,1,4,223194,0,1,25000,12.68,0.11,2,1,0
25,0,4,195560,0,1,25000,11.03,0.13,2,1,0
26,1,1,194140,6,1,30000,7.9,0.15,4,1,0
22,1,2,193337,0,2,35000,10.65,0.18,4,1,0
25,1,2,270992,2,1,25000,11.86,0.09,4,0,0
25,1,4,20221,5,3,5000,8.94,0.25,4,0,1
23,1,1,20678,0,3,4375,9.63,0.21,4,0,1
25,0,2,60742,3,1,24750,14.22,0.41,3,0,1
23,0,2,72805,2,1,24750,9.33,0.34,3,0,1
24,1,3,102011,3,1,24500,13.85,0.24,4,1,0
22,1,2,20896,0,2,2000,10.65,0.1,2,0,0
24,0,1,111283,0,1,24500,11.46,0.22,4,0,0
23,0,4,192873,0,2,35000,7.66,0.18,2,1,0
24,0,1,193174,0,2,12000,16.77,0.06,4,0,0
25,0,1,193249,0,2,12000,9.63,0.06,4,1,0
26,0,1,192954,5,1,25000,12.23,0.13,4,0,0
25,1,3,152227,2,2,10000,14.09,0.07,4,0,1
25,0,1,65399,0,1,24250,13.98,0.37,4,0,1
23,0,2,75928,4,1,24250,10.62,0.32,4,0,1
24,1,1,21627,0,2,3900,11.01,0.18,3,0,1
25,1,2,83235,3,1,24250,17.56,0.29,4,0,1
26,1,2,68297,3,1,24250,14.96,0.36,2,0,1
22,1,3,89977,3,1,24250,15.65,0.27,2,0,1
24,0,4,79510,2,1,24250,15.7,0.3,2,0,1
24,0,1,109050,5,1,24250,12.53,0.22,3,0,0
26,0,1,94635,2,1,24250,17.56,0.26,3,0,1
23,1,2,120966,0,1,24250,12.87,0.2,2,0,0
23,1,3,124437,0,1,24250,15.7,0.19,2,1,0
25,1,1,193147,3,2,9000,11.01,0.05,3,1,0
25,1,1,192914,0,3,15000,11.14,0.08,4,1,0
24,0,1,192806,2,2,20000,16.0,0.1,3,1,0
23,1,2,193097,0,2,25000,15.65,0.13,2,1,0
26,0,4,193082,5,2,13750,11.01,0.07,4,1,0
21,0,2,192841,1,2,15250,15.31,0.08,4,0,0
25,1,3,193300,3,2,20000,13.47,0.1,2,1,0
22,1,4,21205,0,2,4750,13.85,0.22,2,0,1
25,0,1,135292,3,1,24250,11.01,0.18,3,0,0
21,1,2,21363,2,2,6000,10.39,0.28,4,0,1
25,1,2,139035,7,1,24250,11.36,0.17,2,0,0
23,1,2,173511,0,1,24250,11.83,0.14,3,1,0
23,1,4,345520,0,1,24250,12.53,0.07,3,1,0
22,0,1,130762,3,1,24150,14.96,0.18,3,0,1
22,0,1,52596,0,1,24000,13.85,0.46,3,0,1
23,0,1,57326,2,1,24000,11.58,0.42,4,0,1
24,0,2,58262,1,1,24000,16.29,0.41,2,0,1
26,0,2,58620,4,1,24000,11.01,0.41,3,0,1
21,0,3,55113,0,1,24000,16.29,0.44,2,0,1
25,1,1,63361,2,1,24000,10.74,0.38,2,0,1
22,0,4,22107,4,2,2250,15.27,0.1,3,1,0
24,0,1,57356,3,1,24000,17.8,0.42,2,0,1
22,0,1,21790,0,2,1000,11.36,0.05,2,1,0
22,0,2,59680,0,1,24000,17.56,0.4,4,0,1
26,0,3,72720,2,1,24000,7.9,0.33,4,0,1
25,0,2,73024,5,1,24000,10.99,0.33,4,0,1
22,1,1,73110,0,1,24000,7.29,0.33,3,0,1
21,0,4,72902,0,1,24000,10.75,0.33,2,0,1
26,0,2,75416,4,1,24000,7.9,0.32,3,0,1
22,1,3,75959,0,1,24000,14.84,0.32,2,0,1
26,1,4,79222,7,1,24000,11.01,0.3,2,0,1
22,0,4,21824,0,2,4975,11.01,0.23,3,0,1
23,1,2,71875,1,1,24000,19.69,0.33,2,0,1
23,1,1,80313,1,1,24000,11.01,0.3,4,0,1
24,1,2,72647,5,1,24000,14.96,0.33,4,0,1
25,1,1,80492,4,1,24000,6.99,0.3,3,0,1
22,1,2,75646,0,1,24000,16.45,0.32,4,0,1
24,1,4,85223,3,1,24000,10.99,0.28,4,0,1
23,1,4,89735,2,1,24000,10.99,0.27,2,0,1
22,1,2,22364,4,3,3000,7.9,0.13,4,0,1
22,0,3,90780,2,1,24000,12.69,0.26,4,0,1
24,1,1,90889,1,1,24000,10.37,0.26,3,0,1
24,1,1,90911,2,1,24000,11.01,0.26,3,0,1
26,1,3,83953,2,1,24000,15.83,0.29,3,0,1
23,1,4,94644,1,1,24000,13.92,0.25,3,0,1
22,0,2,22616,0,3,2000,11.49,0.09,3,0,0
24,0,1,96989,4,1,24000,10.25,0.25,2,0,0
22,0,4,22867,3,3,3500,7.49,0.15,4,0,1
23,0,3,22583,1,3,4000,5.99,0.18,2,0,1
23,0,1,90900,0,1,24000,12.92,0.26,2,0,1
26,0,3,107641,6,1,24000,11.58,0.22,3,0,0
25,1,2,114870,4,1,24000,8.9,0.21,2,0,0
22,1,1,100479,0,1,24000,19.69,0.24,3,0,1
25,0,3,114958,2,1,24000,6.54,0.21,4,1,0
21,0,3,22882,0,3,4900,14.54,0.21,4,0,1
21,0,1,22392,0,3,5000,11.11,0.22,2,0,1
26,0,2,120498,5,1,24000,12.73,0.2,4,0,0
24,0,3,132873,2,1,24000,15.62,0.18,4,1,0
24,1,4,22635,3,3,6250,6.54,0.28,4,0,1
22,0,4,118299,0,1,24000,11.01,0.2,2,0,1
26,0,4,125665,5,1,24000,20.0,0.19,4,0,1
22,0,2,144904,0,1,24000,9.91,0.17,4,0,0
24,0,1,144882,2,1,24000,12.69,0.17,4,1,0
26,1,4,130649,4,1,24000,20.0,0.18,3,0,1
24,1,3,149622,4,1,24000,16.49,0.16,4,1,0
23,1,1,22957,1,2,2500,15.95,0.11,2,0,1
24,1,3,157225,1,1,24000,11.49,0.15,3,1,0
25,0,1,163004,3,1,24000,10.99,0.15,2,0,0
24,1,2,163035,2,1,24000,13.79,0.15,2,1,0
23,1,3,138731,0,1,24000,20.0,0.17,3,0,1
23,0,4,180804,1,1,24000,7.49,0.13,4,1,0
23,1,3,166378,0,1,24000,16.0,0.14,2,0,1
24,1,4,22684,0,3,13000,7.88,0.57,3,0,1
