varsta,gen,educatie,venit_anual,vechime,tip_locuinta,valoare_credit,rata_dobanzii,procent_credit_din_venit,ani_istoric_credit,istoric_neplata,status_credit
26,masculin,Master,418298,2,Inchiriat,2566701,6.62,6.14,3,0,0
24,feminin,Licenta,261311,2,Inchiriat,32088,11.01,0.12,4,0,1
23,masculin,Liceu,227542,1,Inchiriat,1330399,18.62,5.85,3,0,0
23,masculin,Licenta,155000,3,Inchiriat,462264,15.23,2.98,3,0,1
23,feminin,Postliceala,392340,0,Inchiriat,2601389,10.65,6.63,2,0,0
25,masculin,Licenta,290780,3,Inchiriat,1957105,7.9,6.73,4,0,0
26,masculin,Liceu,144871,7,Inchiriat,1006892,15.96,6.95,3,1,0
26,masculin,Postliceala,28828,2,Inchiriat,219063,11.48,7.6,3,1,1
23,masculin,Licenta,347591,1,Proprietate,832326,11.01,2.39,4,0,1
25,masculin,Master,216739,1,Inchiriat,545653,7.29,2.52,4,1,1
24,masculin,Postliceala,349732,1,Proprietate,320374,11.01,0.92,3,1,0
21,feminin,Licenta,166408,0,Inchiriat,561531,5.99,3.37,4,1,0
22,feminin,Licenta,173809,0,Proprietate,27332,11.58,0.16,2,1,0
26,feminin,Liceu,194406,6,Ipotecata,1017492,11.01,5.23,4,0,1
25,feminin,Postliceala,247193,0,Ipotecata,1584546,15.7,6.41,2,0,0
22,masculin,Master,118442,0,Inchiriat,593874,15.99,5.01,3,0,1
22,masculin,Postliceala,31975,0,Ipotecata,140735,14.84,4.4,3,0,1
26,masculin,Licenta,159564,3,Proprietate,432469,10.99,2.71,3,1,0
25,feminin,Licenta,77805,0,Ipotecata,460111,14.42,5.91,2,1,0
24,masculin,Liceu,249993,5,Ipotecata,1603030,6.99,6.41,2,1,0
25,feminin,Licenta,272562,0,Inchiriat,923730,13.49,3.39,4,1,0
25,masculin,Liceu,293589,1,Proprietate,259620,11.01,0.88,3,0,1
22,masculin,Postliceala,147821,0,Inchiriat,817693,11.01,5.53,2,0,0
21,feminin,Liceu,295696,0,Proprietate,1371883,13.61,4.64,3,0,0
23,feminin,Postliceala,270381,0,Inchiriat,656461,7.9,2.43,2,0,1
26,masculin,Licenta,384779,4,Inchiriat,415973,7.49,1.08,3,0,1
26,masculin,Postliceala,153388,1,Proprietate,121466,7.51,0.79,3,0,1
22,masculin,Liceu,258517,0,Inchiriat,91896,9.91,0.36,3,0,1
21,feminin,Licenta,314731,0,Proprietate,2176773,13.48,6.92,4,0,0
22,masculin,Licenta,110141,3,Proprietate,38255,7.14,0.35,2,0,1
24,masculin,Liceu,86125,1,Inchiriat,535329,15.99,6.22,4,0,0
24,masculin,Licenta,227038,2,Inchiriat,986384,12.98,4.34,3,0,0
144,masculin,Licenta,117700,125,Inchiriat,420171,13.57,3.57,3,0,1
25,feminin,Licenta,400383,1,Inchiriat,91246,12.69,0.23,3,0,1
26,masculin,Postliceala,42702,1,Inchiriat,129561,8.9,3.03,2,1,0
26,masculin,Licenta,251455,0,Proprietate,236160,11.01,0.94,4,0,1
22,masculin,Master,74845,0,Inchiriat,71019,11.01,0.95,4,0,1
23,masculin,Postliceala,271965,0,Inchiriat,1660256,11.11,6.1,2,1,0
24,feminin,Licenta,87088,3,Inchiriat,317832,11.01,3.65,2,0,1
21,feminin,Licenta,153586,0,Ipotecata,113713,15.68,0.74,3,0,1
22,feminin,Licenta,169885,0,Inchiriat,555993,13.06,3.27,3,0,1
22,masculin,Postliceala,58083,2,Proprietate,279111,11.01,4.81,2,1,0
26,masculin,Postliceala,448464,4,Inchiriat,622684,15.62,1.39,2,0,1
24,masculin,Master,238139,2,Inchiriat,1726647,13.49,7.25,2,0,0
24,masculin,Liceu,72675,3,Inchiriat,579734,11.01,7.98,3,0,0
23,feminin,Liceu,386688,1,Inchiriat,2358027,11.71,6.1,2,0,0
23,masculin,Postliceala,349878,0,Inchiriat,737821,12.69,2.11,3,1,0
24,feminin,Licenta,104301,1,Proprietate,391236,13.57,3.75,3,1,0
22,masculin,Licenta,212915,3,Inchiriat,600428,10.99,2.82,3,0,1
25,masculin,Master,147744,4,Ipotecata,667922,14.27,4.52,4,1,1
24,feminin,Postliceala,97091,0,Proprietate,267520,8.88,2.76,4,1,1
26,masculin,Licenta,209229,1,Ipotecata,592592,12.18,2.83,3,1,0
25,masculin,Licenta,378515,4,Ipotecata,719617,14.42,1.9,3,0,1
26,masculin,Liceu,175371,3,Ipotecata,843048,14.17,4.81,2,1,0
25,feminin,Liceu,77810,4,Ipotecata,10714,13.99,0.14,4,1,0
23,masculin,Postliceala,403784,0,Inchiriat,2534237,10.99,6.28,3,0,0
22,masculin,Liceu,132276,1,Ipotecata,199570,5.42,1.51,4,0,1
25,feminin,Licenta,340872,2,Proprietate,1494268,13.61,4.38,3,1,1
21,feminin,Licenta,255187,3,Inchiriat,67952,12.73,0.27,3,0,1
24,masculin,Postliceala,432344,3,Inchiriat,1065178,11.01,2.46,3,0,1
25,masculin,Liceu,206548,0,Proprietate,1228174,12.87,5.95,4,0,0
24,masculin,Licenta,288568,0,Ipotecata,1459916,9.91,5.06,3,0,1
26,masculin,Master,403583,5,Ipotecata,1264780,11.49,3.13,4,1,0
25,feminin,Licenta,357542,3,Ipotecata,1747631,19.91,4.89,2,1,1
26,masculin,Postliceala,244660,2,Ipotecata,985358,10.65,4.03,2,0,0
24,masculin,Liceu,119291,0,Inchiriat,508080,11.01,4.26,4,1,0
24,masculin,Liceu,120393,2,Ipotecata,122028,11.83,1.01,4,0,1
23,masculin,Liceu,240641,0,Proprietate,1592285,13.49,6.62,2,0,0
22,masculin,Licenta,71720,0,Inchiriat,158966,14.59,2.22,2,0,1
26,feminin,Master,416301,6,Inchiriat,1598790,9.64,3.84,4,0,1
25,feminin,Postliceala,316220,4,Proprietate,2285556,14.59,7.23,3,0,0
22,feminin,Licenta,176203,0,Proprietate,207820,11.01,1.18,3,0,1
25,feminin,Postliceala,63255,3,Inchiriat,78729,16.35,1.24,3,0,1
21,masculin,Liceu,52244,0,Inchiriat,362124,10.99,6.93,2,0,0
25,masculin,Master,134011,1,Ipotecata,526944,18.67,3.93,2,1,0
26,masculin,Licenta,94486,5,Inchiriat,607857,9.32,6.43,4,0,0
23,feminin,Postliceala,406347,0,Inchiriat,2369850,8.63,5.83,2,0,0
26,masculin,Licenta,60359,4,Ipotecata,306677,10.08,5.08,2,1,1
22,masculin,Postliceala,305749,0,Inchiriat,1827480,11.83,5.98,3,0,0
23,masculin,Liceu,325716,1,Inchiriat,1855330,7.9,5.7,3,0,0
25,masculin,Licenta,413337,0,Inchiriat,2844379,5.99,6.88,2,0,0
24,masculin,Licenta,214332,2,Inchiriat,92593,15.33,0.43,2,0,1
23,masculin,Liceu,162564,0,Inchiriat,331111,11.83,2.04,4,0,1
22,masculin,Liceu,91703,0,Inchiriat,555573,10.36,6.06,2,0,0
22,feminin,Liceu,406684,0,Inchiriat,1318171,12.23,3.24,3,0,1
22,feminin,Postliceala,57896,0,Inchiriat,130256,11.11,2.25,4,0,1
23,feminin,Licenta,142949,0,Proprietate,545015,7.9,3.81,4,0,1
24,feminin,Master,141314,4,Ipotecata,115426,11.58,0.82,2,1,0
23,masculin,Postliceala,236044,2,Ipotecata,1887288,8.9,8.0,3,0,0
25,feminin,Postliceala,310777,5,Ipotecata,338649,16.07,1.09,3,1,0
26,feminin,Licenta,343149,4,Ipotecata,670452,14.22,1.95,2,0,1
23,masculin,Licenta,180312,0,Ipotecata,328709,14.79,1.82,3,1,0
26,masculin,Liceu,27474,2,Ipotecata,131576,7.88,4.79,2,1,1
23,masculin,Liceu,357162,0,Inchiriat,2452618,13.22,6.87,2,0,0
26,feminin,Doctorat,441717,2,Inchiriat,3057021,11.86,6.92,4,0,0
22,masculin,Licenta,27614,0,Inchiriat,197837,13.43,7.16,4,0,0
26,feminin,Liceu,425057,0,Inchiriat,874976,15.28,2.06,2,0,1
23,masculin,Postliceala,370533,0,Inchiriat,1741482,17.93,4.7,2,0,0
23,feminin,Liceu,393337,2,Ipotecata,888562,9.25,2.26,4,0,1
21,masculin,Master,243804,0,Proprietate,1092756,12.98,4.48,4,0,0
22,masculin,Postliceala,369586,0,Ipotecata,627071,10.62,1.7,4,1,0
26,feminin,Postliceala,207086,3,Proprietate,32474,11.83,0.16,4,1,0
26,masculin,Licenta,51063,8,Inchiriat,146377,18.43,2.87,2,0,1
22,masculin,Liceu,212818,2,Inchiriat,544037,11.01,2.56,4,0,1
24,feminin,Master,363134,3,Inchiriat,2858130,11.01,7.87,4,0,0
23,masculin,Licenta,410754,0,Inchiriat,436560,11.36,1.06,3,0,1
23,masculin,Postliceala,324260,2,Inchiriat,1404562,15.65,4.33,3,0,0
24,feminin,Liceu,72186,1,Inchiriat,536805,13.22,7.44,4,0,0
26,masculin,Postliceala,324358,2,Inchiriat,124623,12.87,0.38,2,0,1
24,masculin,Postliceala,156279,1,Proprietate,234582,13.04,1.5,3,1,0
23,masculin,Postliceala,351142,0,Ipotecata,2170771,17.58,6.18,3,0,0
23,masculin,Liceu,125125,0,Proprietate,192119,17.04,1.54,4,0,1
24,feminin,Postliceala,366290,3,Inchiriat,385651,10.99,1.05,3,0,1
24,masculin,Licenta,112679,1,Inchiriat,718482,11.11,6.38,3,0,0
26,feminin,Master,342297,2,Inchiriat,2188032,14.83,6.39,2,0,0
23,masculin,Liceu,130729,1,Proprietate,398544,11.01,3.05,3,0,1
24,masculin,Licenta,366863,3,Inchiriat,996816,12.69,2.72,2,0,1
24,masculin,Postliceala,357313,3,Ipotecata,2020722,13.49,5.66,2,0,0
21,masculin,Liceu,239125,0,Ipotecata,265796,14.65,1.11,4,1,0
25,masculin,Licenta,46023,3,Inchiriat,122827,16.82,2.67,4,0,1
23,masculin,Licenta,325814,0,Inchiriat,1130470,12.73,3.47,3,0,1
23,masculin,Liceu,249082,3,Inchiriat,195792,10.25,0.79,4,0,1
21,masculin,Postliceala,392086,0,Inchiriat,583142,10.99,1.49,4,0,1
25,masculin,Liceu,34152,4,Inchiriat,58380,12.73,1.71,2,0,1
22,feminin,Liceu,105770,0,Inchiriat,183685,14.96,1.74,3,0,1
23,feminin,Licenta,108096,2,Ipotecata,321630,11.01,2.98,2,1,0
21,masculin,Licenta,351702,0,Ipotecata,1544921,13.99,4.39,2,0,1
24,masculin,Liceu,278528,0,Ipotecata,1251955,7.49,4.49,4,1,0
26,masculin,Liceu,157105,3,Ipotecata,1219115,14.79,7.76,3,1,0
25,masculin,Liceu,223300,2,Ipotecata,678438,11.99,3.04,2,0,1
24,feminin,Liceu,445484,4,Inchiriat,2761936,8.49,6.2,4,1,0
24,masculin,Postliceala,85156,1,Inchiriat,383457,9.91,4.5,2,0,1
22,masculin,Master,343974,0,Inchiriat,176280,13.06,0.51,3,0,1
22,masculin,Liceu,295710,0,Ipotecata,1762905,6.17,5.96,4,1,0
144,masculin,Postliceala,403319,121,Ipotecata,435705,11.86,1.08,2,0,1
25,masculin,Licenta,127855,4,Inchiriat,164983,16.32,1.29,3,1,1
25,feminin,Master,133464,2,Ipotecata,649919,10.38,4.87,2,1,0
25,masculin,Postliceala,323931,2,Ipotecata,2091323,14.35,6.46,3,0,0
24,masculin,Licenta,133012,5,Ipotecata,141839,11.01,1.07,3,0,1
24,feminin,Master,427877,1,Inchiriat,2031416,11.01,4.75,2,0,0
21,masculin,Master,298111,0,Proprietate,2037675,11.01,6.84,4,0,0
26,feminin,Postliceala,367966,3,Inchiriat,2769125,15.21,7.53,2,0,0
23,masculin,Liceu,126912,1,Inchiriat,580559,7.9,4.57,4,0,0
24,masculin,Licenta,110191,1,Inchiriat,82061,10.99,0.74,3,0,1
24,feminin,Postliceala,201614,0,Inchiriat,963354,14.09,4.78,3,0,1
25,feminin,Liceu,307294,3,Inchiriat,305363,17.49,0.99,2,0,1
25,masculin,Postliceala,200336,1,Ipotecata,709518,11.48,3.54,3,0,1
26,feminin,Postliceala,235889,0,Ipotecata,1404527,17.74,5.95,2,0,0
26,feminin,Licenta,63972,5,Ipotecata,402996,13.92,6.3,3,1,1
25,masculin,Licenta,398604,3,Inchiriat,526224,15.21,1.32,3,0,1
22,feminin,Licenta,34013,0,Proprietate,183101,10.99,5.38,3,0,1
24,feminin,Liceu,425177,3,Inchiriat,1685223,11.86,3.96,4,0,1
24,masculin,Licenta,260508,2,Proprietate,318550,7.49,1.22,3,0,1
24,masculin,Licenta,107380,1,Inchiriat,641807,16.49,5.98,4,0,0
25,feminin,Liceu,69486,4,Inchiriat,349648,15.33,5.03,2,0,1
26,feminin,Liceu,298888,6,Inchiriat,121271,11.58,0.41,4,0,1
25,masculin,Liceu,293342,1,Proprietate,678590,5.79,2.31,2,0,1
25,masculin,Postliceala,255957,0,Inchiriat,641604,13.11,2.51,2,0,1
23,feminin,Licenta,58441,0,Inchiriat,144660,10.36,2.48,3,0,1
25,masculin,Licenta,402454,1,Inchiriat,1641610,10.36,4.08,2,0,1
24,masculin,Liceu,175902,0,Inchiriat,914647,11.01,5.2,2,1,0
21,masculin,Licenta,272188,0,Ipotecata,647628,6.54,2.38,4,0,1
25,feminin,Postliceala,147994,4,Ipotecata,496171,12.53,3.35,4,0,1
26,masculin,Licenta,117325,0,Ipotecata,633427,11.01,5.4,3,0,0
22,masculin,Licenta,283141,0,Ipotecata,1076477,11.01,3.8,3,1,0
24,masculin,Licenta,123689,0,Inchiriat,376612,10.25,3.04,4,0,1
22,masculin,Postliceala,63299,0,Inchiriat,216987,15.95,3.43,4,0,1
26,masculin,Postliceala,94801,3,Ipotecata,742909,12.18,7.84,4,1,0
23,masculin,Liceu,367678,2,Proprietate,2608374,11.83,7.09,3,1,0
23,masculin,Liceu,391538,1,Inchiriat,2329586,11.01,5.95,2,0,0
23,feminin,Master,361988,0,Inchiriat,1225302,10.62,3.38,3,0,1
23,masculin,Liceu,414157,0,Inchiriat,2693641,10.74,6.5,3,0,0
25,masculin,Postliceala,170756,1,Proprietate,20767,10.25,0.12,4,1,0
24,masculin,Liceu,442048,0,Ipotecata,3245064,12.42,7.34,2,0,0
25,feminin,Licenta,32329,2,Inchiriat,224919,15.27,6.96,2,1,0
24,feminin,Liceu,239533,1,Inchiriat,1912921,15.33,7.99,2,0,0
23,feminin,Liceu,363321,1,Inchiriat,2437475,15.21,6.71,2,0,0
21,masculin,Licenta,184488,0,Proprietate,458936,14.72,2.49,2,0,1
24,masculin,Postliceala,431300,2,Inchiriat,229790,15.7,0.53,2,0,1
24,masculin,Licenta,249759,3,Inchiriat,1191962,13.35,4.77,4,0,0
21,feminin,Liceu,109078,1,Ipotecata,240891,11.01,2.21,4,0,1
24,masculin,Master,432587,1,Inchiriat,1863031,6.62,4.31,2,0,0
26,masculin,Licenta,284236,4,Inchiriat,973848,13.61,3.43,4,0,1
22,feminin,Postliceala,57007,2,Inchiriat,93108,11.36,1.63,2,1,0
26,masculin,Postliceala,250402,3,Proprietate,1200069,7.68,4.79,2,1,0
24,feminin,Licenta,39927,0,Inchiriat,75073,14.46,1.88,4,1,0
23,masculin,Postliceala,309648,2,Proprietate,1991275,11.83,6.43,2,1,0
24,feminin,Postliceala,311919,0,Ipotecata,2494103,13.47,8.0,4,0,0
24,feminin,Licenta,379960,1,Ipotecata,2175482,11.49,5.73,3,1,0
22,masculin,Liceu,250205,0,Ipotecata,715953,11.01,2.86,2,1,0
25,feminin,Postliceala,70167,1,Ipotecata,323196,6.03,4.61,3,1,0
23,feminin,Licenta,435080,0,Inchiriat,1512656,16.35,3.48,4,0,1
26,feminin,Liceu,431005,4,Inchiriat,2663444,11.01,6.18,4,0,0
25,feminin,Liceu,418110,6,Inchiriat,2300360,7.29,5.5,3,0,1
23,masculin,Liceu,298289,5,Inchiriat,1752460,11.36,5.88,3,0,0
24,masculin,Liceu,382211,3,Inchiriat,629168,10.25,1.65,2,0,1
24,feminin,Licenta,103446,1,Inchiriat,658050,11.12,6.36,3,0,0
24,feminin,Licenta,34124,2,Inchiriat,32657,12.92,0.96,3,1,0
24,masculin,Liceu,437091,5,Inchiriat,1795347,18.64,4.11,4,1,0
23,feminin,Licenta,394652,0,Ipotecata,3124884,7.51,7.92,3,1,0
23,masculin,Master,353360,1,Proprietate,2170931,16.7,6.14,2,0,0
22,masculin,Master,378132,0,Proprietate,1873462,11.14,4.95,4,0,0
22,feminin,Postliceala,60193,0,Inchiriat,375333,18.3,6.24,4,1,1
24,feminin,Postliceala,329824,4,Inchiriat,1663429,10.62,5.04,4,1,0
24,masculin,Licenta,165656,2,Ipotecata,38181,11.99,0.23,2,1,0
26,masculin,Master,33779,1,Ipotecata,217611,9.63,6.44,4,1,0
25,feminin,Liceu,182022,5,Ipotecata,816361,18.25,4.48,4,0,1
23,masculin,Master,312694,0,Ipotecata,1613212,11.01,5.16,4,0,0
24,masculin,Postliceala,56980,5,Inchiriat,32128,14.84,0.56,3,1,0
24,masculin,Licenta,293387,1,Inchiriat,83158,14.7,0.28,3,0,1
23,feminin,Liceu,231160,1,Inchiriat,712340,16.02,3.08,4,0,1
23,masculin,Postliceala,403641,2,Inchiriat,2175810,15.37,5.39,2,0,1
25,feminin,Licenta,39007,2,Inchiriat,216085,10.99,5.54,4,0,0
21,masculin,Postliceala,355926,0,Proprietate,2628763,7.9,7.39,2,0,0
26,feminin,Liceu,276738,5,Proprietate,449591,10.99,1.62,4,1,0
24,feminin,Liceu,292506,0,Proprietate,1180624,11.48,4.04,3,1,0
25,masculin,Liceu,263764,1,Proprietate,1763053,14.26,6.68,4,1,0
26,masculin,Postliceala,294658,5,Proprietate,58372,8.0,0.2,4,1,0
25,masculin,Licenta,356295,0,Ipotecata,220670,11.26,0.62,2,0,1
23,feminin,Master,122121,2,Proprietate,353610,11.01,2.9,4,0,1
23,feminin,Master,348883,0,Inchiriat,218775,16.32,0.63,3,0,1
25,masculin,Master,382873,3,Inchiriat,2269637,17.93,5.93,4,0,0
23,masculin,Licenta,135366,0,Inchiriat,270246,11.36,2.0,3,0,1
24,feminin,Postliceala,370709,1,Inchiriat,2903242,14.96,7.83,4,0,0
24,feminin,Postliceala,74870,1,Inchiriat,211169,13.43,2.82,3,1,0
25,masculin,Postliceala,54481,2,Inchiriat,369185,12.69,6.78,3,1,0
24,masculin,Postliceala,191141,4,Inchiriat,1158282,12.73,6.06,4,1,0
23,feminin,Liceu,285848,0,Inchiriat,1085071,15.21,3.8,4,0,1
23,feminin,Licenta,413165,1,Ipotecata,3152663,12.68,7.63,3,1,0
23,feminin,Liceu,317279,0,Inchiriat,451681,19.04,1.42,4,0,1
25,feminin,Master,78128,7,Inchiriat,402129,15.95,5.15,3,0,0
26,masculin,Licenta,61925,5,Ipotecata,217259,8.9,3.51,4,0,1
25,masculin,Master,275533,4,Ipotecata,1293419,7.9,4.69,2,1,0
22,masculin,Postliceala,117454,0,Ipotecata,681769,11.01,5.8,2,0,0
23,masculin,Licenta,244006,0,Ipotecata,416550,11.99,1.71,3,1,0
23,masculin,Liceu,313804,2,Proprietate,942959,13.98,3.0,4,0,1
23,feminin,Postliceala,267142,0,Proprietate,877796,10.99,3.29,2,0,1
22,masculin,Postliceala,426572,0,Inchiriat,1606380,15.58,3.77,2,0,1
25,masculin,Master,135264,4,Inchiriat,868391,10.99,6.42,2,0,0
25,masculin,Licenta,56124,1,Inchiriat,21505,14.96,0.38,4,0,1
25,masculin,Liceu,122112,4,Proprietate,330582,15.31,2.71,4,1,0
26,masculin,Liceu,340704,5,Inchiriat,281227,15.65,0.83,3,0,1
25,feminin,Liceu,276826,3,Inchiriat,699992,9.33,2.53,4,1,0
23,masculin,Liceu,250079,3,Ipotecata,1239660,13.47,4.96,4,0,0
24,feminin,Postliceala,391096,0,Inchiriat,2302908,10.36,5.89,3,1,0
24,masculin,Postliceala,80355,4,Inchiriat,307765,16.77,3.83,4,0,1
23,masculin,Liceu,126868,1,Inchiriat,297083,14.59,2.34,2,0,1
22,masculin,Liceu,94173,0,Inchiriat,743841,11.91,7.9,2,0,0
23,feminin,Postliceala,344490,2,Ipotecata,54728,8.38,0.16,3,1,0
25,masculin,Liceu,327453,7,Inchiriat,1230412,10.59,3.76,3,1,0
25,masculin,Liceu,279708,3,Ipotecata,845797,14.27,3.02,3,1,0
26,feminin,Master,339505,3,Inchiriat,530767,12.53,1.56,4,0,1
25,feminin,Postliceala,190260,1,Ipotecata,1162988,16.0,6.11,3,0,0
26,masculin,Master,155629,2,Ipotecata,622664,11.71,4.0,4,1,0
21,masculin,Master,202539,0,Proprietate,500270,11.54,2.47,3,0,1
25,feminin,Licenta,291461,2,Inchiriat,1440194,15.68,4.94,4,0,1
21,feminin,Postliceala,256852,2,Ipotecata,1818880,10.59,7.08,2,1,0
24,feminin,Liceu,425607,0,Inchiriat,2994978,12.61,7.04,2,0,0
26,feminin,Liceu,442726,0,Inchiriat,946654,11.01,2.14,2,1,0
23,feminin,Postliceala,429046,4,Ipotecata,652554,8.49,1.52,3,0,1
25,masculin,Liceu,287340,1,Inchiriat,2018663,17.27,7.03,4,0,0
24,masculin,Licenta,140656,4,Inchiriat,146701,8.9,1.04,4,1,0
25,feminin,Liceu,397163,6,Ipotecata,2088676,11.11,5.26,4,1,0
24,masculin,Liceu,316848,1,Inchiriat,75085,14.59,0.24,2,0,1
26,feminin,Postliceala,176126,3,Inchiriat,360998,12.42,2.05,3,0,1
24,masculin,Postliceala,225975,0,Inchiriat,1751218,11.01,7.75,2,0,0
24,feminin,Master,83539,3,Inchiriat,361879,15.7,4.33,2,1,0
22,feminin,Master,166149,0,Proprietate,73674,12.53,0.44,3,0,1
25,feminin,Master,294090,0,Inchiriat,1393218,16.49,4.74,2,0,0
25,feminin,Licenta,71693,0,Ipotecata,243506,7.49,3.4,2,1,0
22,feminin,Liceu,94201,2,Inchiriat,248260,14.96,2.64,2,0,1
25,masculin,Postliceala,136690,6,Inchiriat,771488,12.73,5.64,4,0,0
24,masculin,Master,137263,4,Inchiriat,628375,10.65,4.58,4,1,0
25,feminin,Liceu,273264,3,Inchiriat,1396592,10.74,5.11,2,0,0
23,masculin,Licenta,122121,1,Inchiriat,21788,9.99,0.18,2,1,0
24,masculin,Master,295738,0,Inchiriat,605291,15.33,2.05,2,0,1
21,feminin,Liceu,26095,2,Proprietate,125320,7.29,4.8,4,1,1
26,masculin,Liceu,268611,1,Inchiriat,333748,15.05,1.24,3,0,1
26,masculin,Master,147201,0,Inchiriat,631297,10.75,4.29,3,1,0
23,feminin,Licenta,309411,3,Inchiriat,1339780,16.02,4.33,2,1,1
23,feminin,Postliceala,311242,0,Inchiriat,982654,11.49,3.16,4,1,0
25,feminin,Postliceala,301802,6,Proprietate,47292,12.53,0.16,4,0,1
26,feminin,Licenta,278472,2,Ipotecata,2200012,13.57,7.9,2,0,0
22,masculin,Liceu,442343,4,Inchiriat,1607050,11.14,3.63,3,1,0
26,masculin,Liceu,275916,3,Inchiriat,925982,12.87,3.36,3,1,0
23,feminin,Postliceala,270580,0,Inchiriat,1543622,11.58,5.7,3,0,0
24,feminin,Postliceala,289991,3,Inchiriat,690908,11.12,2.38,3,1,0
25,feminin,Master,440663,1,Ipotecata,2210792,10.65,5.02,2,1,0
24,masculin,Postliceala,421047,1,Inchiriat,766563,10.37,1.82,2,0,1
24,masculin,Postliceala,236173,3,Proprietate,1277974,6.39,5.41,4,0,1
24,masculin,Liceu,102111,2,Inchiriat,322816,16.07,3.16,3,1,0
25,feminin,Licenta,304329,0,Inchiriat,2040284,10.62,6.7,2,1,0
25,masculin,Liceu,134434,3,Proprietate,104577,18.09,0.78,2,0,1
25,masculin,Postliceala,392216,5,Inchiriat,2877362,11.36,7.34,4,1,1
26,feminin,Licenta,173290,5,Inchiriat,368417,12.53,2.13,4,1,0
